Model,Orientation,XResolution,YResolution,ResolutionUnit,YCbCrPositioning,ExifIFDPointer,ExposureTime,FNumber,ISOSpeedRatings,ExifVersion,ComponentsConfiguration,ApertureValue,FocalLength,FlashpixVersion,ColorSpace,FocalLengthIn35mmFilm,thumbnail,GPSCoordinates
"=""iPhone 14 Pro""","=""1""","=""72""","=""72""","=""1""","=""1""","=""128""","=""0.0009823182711198428""","=""1.9""","=""25""","=""0232""","=""YCbCr""","=""1.8519988242210463""","=""2.7""","=""0100""","=""65535""","=""30""","=""[object Object]""","=""NaN,NaN"""
